t,success,mid,pmt,pg,sub_type,hr,bank,time
2,1,medlife_prod,CARD,TPSL,,2020-02-12 15,IDFC Bank,2020021215
1,1,countrydelight,CARD,PAYU,,2020-02-12 15,Thanjavur Central Coop Bank,2020021215
2,1,drivezy,CARD,GOCASHFREE,,2020-02-12 18,South Indian Bank,2020021218
3,0,fanfight,NB,RAZORPAY,,2020-02-12 14,NB_ANDHRA,2020021214
1,1,medlife_prod,CARD,TPSL,,2020-02-12 16,Airtel Payments Bank,2020021216
4,0,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 15,PAYZAPP,2020021215
1,0,purplle.com,NB,PAYTM,,2020-02-12 19,NB_IDFC,2020021219
1,1,medlife_prod,NB,RAZORPAY,,2020-02-12 13,NB_FED,2020021213
1,1,zivame,CARD,PAYU,,2020-02-12 10,SARVA HARYANA GRAMIN BANK,2020021210
1,1,medlife_prod,CARD,TPSL,,2020-02-12 13,Mudra Bank,2020021213
2,0,countrydelight,NB,PAYU,,2020-02-12 02,NB_AIRTEL,2020021202
2,2,fanfight,CARD,RAZORPAY,,2020-02-12 12,Kotak Bank,2020021212
3,2,medlife_prod,CARD,TPSL,,2020-02-12 02,The Catholic Syrian Bank,2020021202
3,2,fanfight,CARD,RAZORPAY,,2020-02-12 12,Airtel Payments Bank,2020021212
2,1,pharmeasytech,NB,PAYU,,2020-02-12 06,NB_CORP,2020021206
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 03,THE AKOLA DISTRICT CENTRAL COOP BANK LTD,2020021203
1,0,urbanclap,NB,PAYTM,,2020-02-12 00,NB_OBC,2020021200
1,1,medlife_prod,CARD,TPSL,,2020-02-12 10,IDFC Bank,2020021210
1,0,urbanclap,NB,PAYTM,,2020-02-12 12,NB_INDUS,2020021212
2,2,pharmeasytech,CARD,PAYU,,2020-02-12 09,Mudra Bank,2020021209
3,0,urbanclap,CARD,PAYTM,,2020-02-12 07,Kotak Bank,2020021207
2,2,fanfight,CARD,RAZORPAY,,2020-02-12 02,Mudra Bank,2020021202
4,2,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 09,JIOMONEY,2020021209
2,2,pharmeasytech,CARD,PAYU,,2020-02-12 02,Mudra Bank,2020021202
1,0,pharmeasytech,UPI,,UPI_COLLECT,2020-02-12 09,Zeta,2020021209
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 04,The Bharat Cooperative Bank,2020021204
2,1,medlife_prod,NB,RAZORPAY,,2020-02-12 06,NB_SARASB,2020021206
3,0,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 07,AIRTELMONEY,2020021207
3,0,fanfight,NB,RAZORPAY,,2020-02-12 08,NB_CUB,2020021208
2,0,fanfight,NB,RAZORPAY,,2020-02-12 08,NB_ALLB,2020021208
1,0,zivame,CARD,HDFC,,2020-02-12 05,OPERATINGENGINEERSLOCAL#3F.C.U.,2020021205
1,0,fanfight,NB,RAZORPAY,,2020-02-12 09,NB_IOB,2020021209
3,0,fanfight,NB,RAZORPAY,,2020-02-12 15,NB_OBC,2020021215
2,0,drivezy,CONSUMER_FINANCE,EPAYLATER,,2020-02-12 18,EPAYLATER,2020021218
1,1,fanfight,CARD,RAZORPAY,,2020-02-12 14,COMMUNITYBANK,2020021214
1,0,purplle.com,NB,PAYU,,2020-02-12 16,NB_UNIB,2020021216
1,0,drivezy,NB,GOCASHFREE,,2020-02-12 13,NB_IOB,2020021213
1,1,zivame,NB,PAYU,,2020-02-12 13,NB_IOB,2020021213
1,0,purplle.com,NB,PAYU,,2020-02-12 18,NB_KARN,2020021218
2,0,pharmeasytech,CARD,PAYU,,2020-02-12 15,IDFC Bank,2020021215
1,1,urbanclap,CARD,PAYTM,,2020-02-14 12,South Indian Bank,2020021412
1,0,countrydelight,NB,PAYTM,,2020-02-14 02,NB_DBS,2020021402
3,1,medlife_prod,NB,RAZORPAY,,2020-02-14 02,NB_TMB,2020021402
1,0,medlife_prod,NB,RAZORPAY,,2020-02-14 07,NB_KARN,2020021407
2,0,fanfight,CARD,GOCASHFREE,,2020-02-14 09,JILA SAHAKARI KENDRIYA BANK MYDT JAGDALPUR,2020021409
2,2,urbanclap,CARD,PAYTM,,2020-02-14 06,Saraswat Bank,2020021406
1,0,urbanclap,CARD,PAYTM,,2020-02-14 11,CORNERSTONEBANK,2020021411
1,1,urbanclap,NB,PAYTM,,2020-02-14 02,NB_INDUS,2020021402
1,0,urbanclap,NB,PAYTM,,2020-02-14 08,NB_SBBJ,2020021408
3,1,medlife_prod,CARD,TPSL,,2020-02-14 09,Karur Vysya Bank,2020021409
1,0,purplle.com,NB,PAYU,,2020-02-14 09,NB_SYNB,2020021409
1,0,drivezy,NB,GOCASHFREE,,2020-02-14 16,NB_KVB,2020021416
1,1,medlife_prod,NB,RAZORPAY,,2020-02-14 20,NB_SCB,2020021420
1,0,drivezy,NB,GOCASHFREE,,2020-02-14 19,NB_ANDHRA,2020021419
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 14,THE NIZAMABAD DISTRICT COOP CENTRAL BANK LTD,2020021414
1,1,countrydelight,NB,PAYU,,2020-02-14 13,NB_SOIB,2020021413
1,0,drivezy,NB,GOCASHFREE,,2020-02-14 15,NB_UNIB,2020021415
1,1,fanfight,CARD,GOCASHFREE,,2020-02-14 13,Bandhan Bank,2020021413
1,0,fanfight,NB,RAZORPAY,,2020-02-14 14,NB_OBC,2020021414
3,1,medlife_prod,CARD,TPSL,,2020-02-13 12,Saraswat Bank,2020021312
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 07,THE KRISHNA DISTRICT COOP CENTRAL BANK LTD,2020021307
4,0,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2020-02-13 07,AIRTELMONEY,2020021307
4,0,fanfight,NB,RAZORPAY,,2020-02-13 12,NB_CBI,2020021312
1,0,purplle.com,NB,PAYTM,,2020-02-13 12,NB_PNJSB,2020021312
2,0,drivezy,NB,GOCASHFREE,,2020-02-13 09,NB_SOIB,2020021309
2,0,fanfight,NB,PAYTM,,2020-02-13 07,NB_TMB,2020021307
1,0,urbanclap,NB,PAYTM,,2020-02-13 06,NB_FED,2020021306
1,0,urbanclap,NB,PAYTM,,2020-02-13 12,NB_SYNB,2020021312
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 03,THE SABARKANTHA DIST CENTRAL COOP BANK LTD,2020021303
1,1,countrydelight,CARD,PAYU,,2020-02-13 08,WOORIBANK,2020021308
1,0,pharmeasytech,NB,PAYTM,,2020-02-13 10,NB_UNIB,2020021310
1,1,urbanclap,CARD,PAYTM,,2020-02-13 11,THE KALUPUR COMMERCIAL CO OP BANK LTD,2020021311
1,0,fanfight,NB,RAZORPAY,,2020-02-13 13,NB_CBI,2020021313
1,1,fanfight,CARD,RAZORPAY,,2020-02-13 01,Karur Vysya Bank,2020021301
2,0,urbanclap,NB,PAYTM,,2020-02-13 11,NB_CUB,2020021311
9,3,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2020-02-13 09,AIRTELMONEY,2020021309
1,0,drivezy,NB,GOCASHFREE,,2020-02-13 05,NB_ANDHRA,2020021305
1,1,urbanclap,CARD,PAYTM,,2020-02-13 09,APNA SAHAKARI BANK LTD,2020021309
2,0,medlife_prod,CARD,TPSL,,2020-02-13 06,Kotak Bank,2020021306
1,0,medlife_prod,CARD,TPSL,,2020-02-13 09,Kotak Bank,2020021309
1,1,urbanclap,CARD,PAYTM,,2020-02-13 06,Tamilnad Mercantile Bank,2020021306
1,0,urbanclap,NB,,,2020-02-13 04,undefined,2020021304
2,1,urbanclap,CARD,PAYTM,,2020-02-13 08,The Bharat Cooperative Bank,2020021308
1,1,pharmeasytech,NB,PAYU,,2020-02-13 13,NB_FED,2020021313
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 05,South Indian Bank,2020021305
1,0,purplle.com,NB,PAYU,,2020-02-13 10,NB_TMB,2020021310
3,1,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2020-02-13 02,AIRTELMONEY,2020021302
2,2,pharmeasytech,CARD,PAYU,,2020-02-13 05,IDFC Bank,2020021305
3,1,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2020-02-13 16,AIRTELMONEY,2020021316
1,0,countrydelight,NB,PAYU,,2020-02-13 16,NB_ALLB,2020021316
1,0,drivezy,CARD,GOCASHFREE,,2020-02-13 16,The Bharat Cooperative Bank,2020021316
2,2,countrydelight,NB,PAYU,,2020-02-13 14,NB_IDFC,2020021314
1,1,countrydelight,NB,PAYU,,2020-02-13 16,NB_SYNB,2020021316
2,2,pharmeasytech,NB,PAYU,,2020-02-13 07,NB_INDUS,2020021307
4,0,fanfight,NB,RAZORPAY,,2020-02-13 15,NB_JNK,2020021315
2,1,urbanclap,CARD,PAYTM,,2020-02-13 16,Karur Vysya Bank,2020021316
4,1,countrydelight,NB,PAYU,,2020-02-13 17,NB_CORP,2020021317
4,0,fanfight,CARD,GOCASHFREE,,2020-02-13 15,SHIVAJI NAGARI SAHAKARI BANK LTD,2020021315
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 14,UTKAL GRAMEEN BANK,2020021314
1,0,urbanclap,CARD,PAYTM,,2020-02-13 21,Chase Bank,2020021321
1,1,countrydelight,CARD,PAYU,,2020-02-12 10,JANATA SAHAKARI BANK LTD PUNE,2020021210
2,1,purplle.com,CARD,PAYTM,,2020-02-12 09,SOUTHCAROLINAF.C.U.,2020021209
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 02,DCB,2020021202
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 08,J AND K GRAMEEN BANK,2020021208
1,1,countrydelight,CARD,PAYU,,2020-02-12 08,The Shamrao Vithal Cooperative Bank,2020021208
5,0,fanfight,NB,RAZORPAY,,2020-02-12 03,NB_BOBCORP,2020021203
1,0,countrydelight,CARD,PAYU,,2020-02-12 01,SOUTHCAROLINAF.C.U.,2020021201
1,0,fanfight,NB,RAZORPAY,,2020-02-12 04,NB_CBI,2020021204
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 12,UTTARAKHAND GRAMIN BANK,2020021212
1,0,purplle.com,NB,PAYTM,,2020-02-12 13,NB_ANDHRA,2020021213
1,0,fanfight,CARD,GOCASHFREE,,2020-02-12 01,Saraswat Bank,2020021201
1,0,pharmeasytech,CARD,,,2020-02-12 09,Zeta,2020021209
4,0,fanfight,NB,RAZORPAY,,2020-02-12 11,NB_BOBCORP,2020021211
2,0,urbanclap,NB,PAYTM,,2020-02-12 05,NB_VJYB,2020021205
2,1,drivezy,CONSUMER_FINANCE,EPAYLATER,,2020-02-12 03,EPAYLATER,2020021203
1,0,urbanclap,CARD,PAYTM,,2020-02-12 09,INGBELGIUMSA/NV,2020021209
2,2,countrydelight,CARD,PAYU,,2020-02-12 12,Punjab and Sind Bank,2020021212
1,1,medlife_prod,CARD,TPSL,,2020-02-12 04,Bandhan Bank,2020021204
1,1,purplle.com,CARD,PAYTM,,2020-02-12 12,BANGIYA GRAMIN VIKAS BANK,2020021212
1,1,pharmeasytech,NB,PAYU,,2020-02-12 09,NB_IOB,2020021209
3,0,fanfight,NB,RAZORPAY,,2020-02-12 10,NB_SYNB,2020021210
1,0,purplle.com,NB,PAYU,,2020-02-12 10,NB_CORP,2020021210
1,1,countrydelight,CARD,PAYU,,2020-02-12 09,DCB,2020021209
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 13,CALSTATE9C.U.,2020021213
1,1,purplle.com,CARD,PAYTM,,2020-02-12 02,Karur Vysya Bank,2020021202
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 09,THE NAINITAL BANK LTD,2020021209
1,0,urbanclap,CARD,PAYTM,,2020-02-12 19,Punjab and Sind Bank,2020021219
3,0,fanfight,NB,RAZORPAY,,2020-02-12 04,NB_ALLB,2020021204
1,0,drivezy,CONSUMER_FINANCE,EPAYLATER,,2020-02-12 06,EPAYLATER,2020021206
2,2,urbanclap,CARD,PAYTM,,2020-02-12 11,IDFC Bank,2020021211
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 06,BARODA UTTAR PRADESH GRAMIN BANK,2020021206
1,1,medlife_prod,CARD,TPSL,,2020-02-12 14,Karur Vysya Bank,2020021214
1,0,pharmeasytech,CARD,PAYU,,2020-02-12 13,Karur Vysya Bank,2020021213
2,1,drivezy,CARD,GOCASHFREE,,2020-02-12 16,Karur Vysya Bank,2020021216
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 17,THE ADARSH COOP URBAN BANK LTD,2020021217
2,1,fanfight,CARD,GOCASHFREE,,2020-02-12 15,DCB,2020021215
1,0,urbanclap,NB,PAYTM,,2020-02-12 16,NB_RBL,2020021216
1,1,medlife_prod,CARD,TPSL,,2020-02-12 14,Mudra Bank,2020021214
2,1,countrydelight,NB,PAYU,,2020-02-12 15,NB_SCB,2020021215
2,1,medlife_prod,CARD,TPSL,,2020-02-12 20,Kotak Bank,2020021220
1,0,zivame,CARD,PAYU,,2020-02-12 14,BANCORPBANK,2020021214
3,3,fanfight,CARD,RAZORPAY,,2020-02-12 14,Mudra Bank,2020021214
3,0,purplle.com,CARD,PAYTM,,2020-02-12 13,Karur Vysya Bank,2020021213
1,0,countrydelight,NB,PAYU,,2020-02-12 04,NB_CORP,2020021204
1,1,urbanclap,NB,PAYTM,,2020-02-12 03,NB_IOB,2020021203
1,1,countrydelight,CARD,PAYU,,2020-02-12 05,SOUTHCAROLINAF.C.U.,2020021205
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 04,Kotak Bank,2020021204
1,0,fanfight,NB,RAZORPAY,,2020-02-12 09,NB_BOBCORP,2020021209
1,0,fanfight,NB,RAZORPAY,,2020-02-12 09,NB_ANDHRA,2020021209
1,1,urbanclap,NB,PAYTM,,2020-02-12 10,NB_OBC,2020021210
1,0,fanfight,NB,RAZORPAY,,2020-02-12 04,NB_BBKM,2020021204
1,0,zivame,CARD,PAYU,,2020-02-12 02,SARVA HARYANA GRAMIN BANK,2020021202
1,1,zivame,CARD,HDFC,,2020-02-12 09,Kotak Bank,2020021209
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 06,COMMUNITYBANK,2020021206
1,1,fanfight,CARD,GOCASHFREE,,2020-02-12 05,KASHI GOMTI SAMYUT GRAMIN BANK,2020021205
2,0,fanfight,NB,RAZORPAY,,2020-02-12 12,NB_DENA,2020021212
2,2,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2020-02-12 11,AIRTELMONEY,2020021211
1,0,purplle.com,CARD,PAYTM,,2020-02-12 08,PURVANCHAL GRAMIN BANK,2020021208
2,0,fanfight,CARD,GOCASHFREE,,2020-02-12 12,Karur Vysya Bank,2020021212
1,1,medlife_prod,NB,RAZORPAY,,2020-02-12 12,NB_FED,2020021212
1,0,purplle.com,NB,PAYU,,2020-02-12 11,NB_IOB,2020021211
1,0,countrydelight,NB,PAYU,,2020-02-12 08,NB_SCB,2020021208
1,1,urbanclap,CARD,PAYTM,,2020-02-12 09,Bassein Catholic Bank,2020021209
1,0,pharmeasytech,NB,PAYU,,2020-02-12 10,NB_INDB,2020021210
1,0,zivame,CARD,RAZORPAY,,2020-02-12 10,BANCORPBANK,2020021210
1,0,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 05,JIOMONEY,2020021205
1,0,pharmeasytech,NB,PAYTM,,2020-02-12 06,NB_IOB,2020021206
1,0,fanfight,NB,RAZORPAY,,2020-02-12 17,NB_INDB,2020021217
1,1,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2020-02-12 10,AIRTELMONEY,2020021210
1,0,purplle.com,NB,PAYU,,2020-02-12 17,NB_INDB,2020021217
2,1,zivame,CARD,PAYU,,2020-02-12 17,United Bank of India,2020021217
2,1,countrydelight,NB,PAYU,,2020-02-12 18,NB_CITI,2020021218
1,0,purplle.com,CARD,PAYTM,,2020-02-12 21,The Bharat Cooperative Bank,2020021221
2,0,fanfight,NB,RAZORPAY,,2020-02-12 20,NB_JNK,2020021220
4,0,fanfight,NB,RAZORPAY,,2020-02-12 15,NB_CBI,2020021215
3,0,fanfight,NB,RAZORPAY,,2020-02-13 13,NB_INDB,2020021313
2,1,fanfight,NB,RAZORPAY,,2020-02-13 06,NB_ANDHRA,2020021306
2,1,countrydelight,NB,PAYU,,2020-02-13 06,NB_AIRTEL,2020021306
1,1,zivame,CARD,HDFC,,2020-02-13 08,The Shamrao Vithal Cooperative Bank,2020021308
2,2,countrydelight,CARD,PAYU,,2020-02-13 09,IDFC Bank,2020021309
1,1,zivame,CARD,PAYU,,2020-02-13 04,Lakshmi Vilas Bank,2020021304
1,1,zivame,CARD,PAYU,,2020-02-13 11,Saraswat Bank,2020021311
1,0,fanfight,NB,RAZORPAY,,2020-02-13 10,NB_PNBCORP,2020021310
2,0,drivezy,CARD,GOCASHFREE,,2020-02-13 08,IDFC Bank,2020021308
2,2,medlife_prod,CARD,TPSL,,2020-02-13 04,Tamilnad Mercantile Bank,2020021304
1,1,medlife_prod,CARD,TPSL,,2020-02-13 03,Karur Vysya Bank,2020021303
1,1,pharmeasytech,NB,PAYTM,,2020-02-13 12,NB_IOB,2020021312
3,0,medlife_prod,CARD,TPSL,,2020-02-13 06,Thanjavur Central Coop Bank,2020021306
1,1,zivame,CARD,PAYU,,2020-02-13 15,ASIACOMMERCIALBANK,2020021315
1,0,urbanclap,NB,PAYTM,,2020-02-13 15,NB_INDB,2020021315
7,0,fanfight,NB,RAZORPAY,,2020-02-13 12,NB_JNK,2020021312
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 05,BCCARDCO..LTD.,2020021305
1,1,medlife_prod,CARD,TPSL,,2020-02-13 03,SOUTHCAROLINAF.C.U.,2020021303
1,0,fanfight,NB,RAZORPAY,,2020-02-13 02,NB_INDB,2020021302
2,0,urbanclap,NB,PAYTM,,2020-02-13 10,NB_ALLB,2020021310
3,3,urbanclap,NB,PAYTM,,2020-02-13 06,NB_IDFC,2020021306
1,1,medlife_prod,NB,RAZORPAY,,2020-02-13 04,NB_TNSC,2020021304
1,1,urbanclap,NB,PAYTM,,2020-02-13 04,NB_CORP,2020021304
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 14,Mudra Bank,2020021314
2,0,fanfight,NB,RAZORPAY,,2020-02-13 10,NB_ALLB,2020021310
2,0,fanfight,NB,RAZORPAY,,2020-02-13 01,NB_ALLB,2020021301
2,0,drivezy,CONSUMER_FINANCE,EPAYLATER,,2020-02-13 13,EPAYLATER,2020021313
1,1,medlife_prod,NB,RAZORPAY,,2020-02-13 11,NB_SOIB,2020021311
1,0,zivame,NB,PAYU,,2020-02-13 06,NB_SYNB,2020021306
3,2,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2020-02-13 13,AIRTELMONEY,2020021313
1,1,medlife_prod,CARD,TPSL,,2020-02-13 13,Bandhan Bank,2020021313
1,1,medlife_prod,CARD,TPSL,,2020-02-13 16,Bandhan Bank,2020021316
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 16,South Indian Bank,2020021316
5,2,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2020-02-13 15,AIRTELMONEY,2020021315
3,0,fanfight,NB,RAZORPAY,,2020-02-13 17,NB_CBI,2020021317
3,0,drivezy,NB,GOCASHFREE,,2020-02-13 16,NB_KARN,2020021316
2,1,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2020-02-13 14,AIRTELMONEY,2020021314
1,1,zivame,NB,PAYU,,2020-02-13 14,NB_CUB,2020021314
1,0,fanfight,NB,RAZORPAY,,2020-02-13 16,NB_BOBCORP,2020021316
1,0,fanfight,NB,RAZORPAY,,2020-02-13 18,NB_UNIB,2020021318
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 16,COMMUNITYBANK,2020021316
1,0,fanfight,NB,RAZORPAY,,2020-02-13 14,NB_INDUS,2020021314
2,2,pharmeasytech,CARD,PAYU,,2020-02-13 15,Bandhan Bank,2020021315
2,2,urbanclap,NB,PAYTM,,2020-02-13 15,NB_INDUS,2020021315
1,0,pharmeasytech,CARD,PAYU,,2020-02-12 02,INVESTMENTBANKVESTA(LLC),2020021202
2,1,medlife_prod,CARD,TPSL,,2020-02-12 12,IDFC Bank,2020021212
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 10,SOUTHCAROLINAF.C.U.,2020021210
3,0,fanfight,NB,RAZORPAY,,2020-02-12 04,NB_JNK,2020021204
1,1,medlife_prod,CARD,TPSL,,2020-02-12 08,IDFC Bank,2020021208
1,1,urbanclap,CARD,PAYTM,,2020-02-12 09,DCB,2020021209
1,1,zivame,CARD,HDFC,,2020-02-12 04,Dhanalakshmi Bank,2020021204
1,0,fanfight,CARD,GOCASHFREE,,2020-02-12 07,BARODA UTTAR PRADESH GRAMIN BANK,2020021207
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 11,BCCARDCO..LTD.,2020021211
1,1,urbanclap,NB,PAYTM,,2020-02-12 10,NB_CBI,2020021210
2,0,fanfight,NB,PAYTM,,2020-02-12 09,NB_VJYB,2020021209
1,1,pharmeasytech,NB,RAZORPAY,,2020-02-12 08,NB_ALLB,2020021208
1,0,fanfight,CARD,GOCASHFREE,,2020-02-12 02,MADHYA BIHAR GRAMIN BANK,2020021202
2,0,urbanclap,NB,PAYTM,,2020-02-12 05,NB_DLS,2020021205
1,0,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 04,AIRTELMONEY,2020021204
1,1,purplle.com,CARD,PAYTM,,2020-02-12 00,South Indian Bank,2020021200
2,1,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2020-02-12 03,AIRTELMONEY,2020021203
1,1,countrydelight,NB,PAYU,,2020-02-12 03,NB_BOM,2020021203
1,0,pharmeasytech,NB,RAZORPAY,,2020-02-12 12,NB_BBKM,2020021212
1,0,fanfight,NB,RAZORPAY,,2020-02-12 13,NB_CORP,2020021213
1,1,zivame,CARD,HDFC,,2020-02-12 12,ING Vysya Bank,2020021212
2,1,medlife_prod,CARD,TPSL,,2020-02-12 03,South Indian Bank,2020021203
1,1,purplle.com,CARD,PAYTM,,2020-02-12 06,Kotak Bank,2020021206
1,1,fanfight,CARD,RAZORPAY,,2020-02-12 15,Karur Vysya Bank,2020021215
1,0,pharmeasytech,NB,PAYU,,2020-02-12 19,NB_CUB,2020021219
1,1,zivame,NB,PAYU,,2020-02-12 14,NB_FED,2020021214
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 17,The Shamrao Vithal Cooperative Bank,2020021217
1,0,countrydelight,CARD,PAYU,,2020-02-12 16,Karur Vysya Bank,2020021216
1,1,urbanclap,CARD,PAYTM,,2020-02-12 18,Mudra Bank,2020021218
1,1,drivezy,CARD,GOCASHFREE,,2020-02-12 14,Lakshmi Vilas Bank,2020021214
1,1,medlife_prod,CARD,TPSL,,2020-02-12 17,Kotak Bank,2020021217
1,0,countrydelight,NB,PAYU,,2020-02-12 18,NB_INDUS,2020021218
4,1,countrydelight,NB,PAYU,,2020-02-12 14,NB_AIRTEL,2020021214
1,1,zivame,CARD,PAYU,,2020-02-12 09,ODISHA GRAMYA BANK,2020021209
1,1,countrydelight,CARD,PAYU,,2020-02-12 07,Dhanalakshmi Bank,2020021207
1,1,medlife_prod,NB,RAZORPAY,,2020-02-12 07,NB_IDFC,2020021207
1,1,zivame,CARD,HDFC,,2020-02-12 03,South Indian Bank,2020021203
1,0,medlife_prod,CARD,TPSL,,2020-02-12 07,IDFC Bank,2020021207
3,3,urbanclap,CARD,PAYTM,,2020-02-12 12,DCB,2020021212
1,0,pharmeasytech,CARD,PAYU,,2020-02-12 08,Tamilnad Mercantile Bank,2020021208
2,1,fanfight,CARD,RAZORPAY,,2020-02-12 00,CALSTATE9C.U.,2020021200
1,0,fanfight,NB,RAZORPAY,,2020-02-12 11,NB_SYNB,2020021211
2,0,pharmeasytech,CARD,PAYU,,2020-02-12 17,Deutsche Bank,2020021217
1,1,medlife_prod,CARD,TPSL,,2020-02-12 04,Mudra Bank,2020021204
1,1,medlife_prod,CARD,TPSL,,2020-02-12 09,City Union Bank,2020021209
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 10,Bandhan Bank,2020021210
3,1,drivezy,CONSUMER_FINANCE,EPAYLATER,,2020-02-12 09,EPAYLATER,2020021209
1,0,medlife_prod,CARD,TPSL,,2020-02-12 11,OPERATINGENGINEERSLOCAL#3F.C.U.,2020021211
1,0,fanfight,NB,PAYTM,,2020-02-12 10,NB_BHARAT,2020021210
1,0,purplle.com,NB,PAYTM,,2020-02-12 01,NB_SYNB,2020021201
6,2,fanfight,CARD,RAZORPAY,,2020-02-12 15,Kotak Bank,2020021215
2,1,pharmeasytech,NB,PAYU,,2020-02-12 14,NB_INDB,2020021214
3,1,drivezy,CARD,GOCASHFREE,,2020-02-12 16,Kotak Bank,2020021216
1,1,purplle.com,CARD,PAYTM,,2020-02-12 17,South Indian Bank,2020021217
1,0,drivezy,NB,GOCASHFREE,,2020-02-12 13,NB_KARN,2020021213
3,1,drivezy,CARD,GOCASHFREE,,2020-02-12 19,Kotak Bank,2020021219
1,1,purplle.com,CARD,PAYTM,,2020-02-12 14,Punjab and Sind Bank,2020021214
1,1,urbanclap,NB,PAYTM,,2020-02-13 12,NB_IOB,2020021312
2,2,urbanclap,CARD,PAYTM,,2020-02-13 02,Karur Vysya Bank,2020021302
1,1,urbanclap,CARD,PAYTM,,2020-02-13 05,Kotak Bank,2020021305
1,1,fanfight,CARD,GOCASHFREE,,2020-02-13 00,UTTARAKHAND GRAMIN BANK,2020021300
3,0,fanfight,NB,RAZORPAY,,2020-02-13 02,NB_UCOB,2020021302
1,0,pharmeasytech,NB,,,2020-02-13 12,NB_BOBCORP,2020021312
1,1,countrydelight,NB,PAYU,,2020-02-13 02,NB_SCB,2020021302
2,0,pharmeasytech,NB,PAYU,,2020-02-13 05,NB_SYNB,2020021305
1,0,medlife_prod,CARD,TPSL,,2020-02-13 11,Abhyudaya Cooperative Bank,2020021311
1,0,pharmeasytech,WALLET,AIRTELMONEY,REDIRECT_WALLET_DEBIT,2020-02-13 08,AIRTELMONEY,2020021308
1,0,zivame,NB,PAYU,,2020-02-13 12,NB_DENA,2020021312
1,1,countrydelight,CARD,PAYU,,2020-02-13 02,DCB,2020021302
2,0,fanfight,NB,RAZORPAY,,2020-02-13 13,NB_PNBCORP,2020021313
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 09,THANE DISTRICT CENTRAL CO OPERATIVE BANK,2020021309
1,1,medlife_prod,NB,RAZORPAY,,2020-02-13 12,NB_FED,2020021312
1,0,urbanclap,CARD,PAYTM,,2020-02-13 02,Chase Bank,2020021302
2,1,pharmeasytech,NB,PAYU,,2020-02-13 09,NB_SYNB,2020021309
1,1,purplle.com,CARD,PAYTM,,2020-02-13 00,South Indian Bank,2020021300
1,0,pharmeasytech,CARD,PAYU,,2020-02-13 17,BARODA RAJASTHAN KSHETRIYA GRAMIN BANK,2020021317
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 15,FIRSTDUPAGEBANK,2020021315
2,0,fanfight,NB,RAZORPAY,,2020-02-13 16,NB_CBI,2020021316
1,0,drivezy,NB,GOCASHFREE,,2020-02-13 19,NB_KARN,2020021319
1,0,fanfight,NB,RAZORPAY,,2020-02-13 16,NB_UCOB,2020021316
1,1,medlife_prod,NB,RAZORPAY,,2020-02-13 17,NB_INDUS,2020021317
